yazar_adi,metin_pasaji,kaynak_link,donem
Yunus Emre,"Aşkın odu düştü cana, eritti yürek yağını; / Kesti hevasetin kökün, oda yandırdı bağını. / Kazdı kahır kazmasıyla, canda cefa ocağını; / Çaldı nefsin boynuna himmet eri bıçağını. / Himmet suyu ile yudu, gönlün evin ap arıca; / Hizmet kapısından, ona sundu şükür ayağını. / Her kim bize yanı yanar, Hak dileğin versin ona; / Urmaklığa kastedenin düşem öpem ayağını. / Kim bize taş atar ise, güller nisar olsun ona; / Çırağıma kastedenin Hak yandırsın çırağını. / Miskin gönlün, aşk elinden iki büküldü vücudu; / Tövbe kapısından, sundum ona iman dayağını. / Gel şimdi miskin Yunus, hevaseti elden bırak; / Çalabım, sen ruzi eyle bizi, kanaat bucağını.",https://tr.wikisource.org/wiki/A%C5%9Fk_odu,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Aşkın odu yüreğimde, Neler eyler, neler eyler; / Bugün ben bir aşk gördüm, Bu derdimden haber söyler. / Gelin hey dertliler gelin, Bu derdimden siz de alın; / Dertli bilir dertli halin, Ya dertsizler bunda n'eyler? / Kimisi dost yüzün gördü, Kimi dahi görem derdi; / Aşık maşukuna erdi, Şimdi yine bayram eyler. / Bugün Mansur olup n'idem? Şeyhimin yüzünü görem; / Maksadum bu idi erem, Âşık yine derdin söyler. / Yunus aydur: Âşık oldum, Maşukun derdinden öldüm; / Teveccüh maşuka kıldım, Onun ile gönlün eyler.",https://tr.wikisource.org/wiki/A%C5%9Fk_odu,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"İlahi bir aşk ver bana, kandalığım bilmeyeyim / Yavı kılayım ben beni, isteyiben bulmayayım / Al gider benden benliği, doldur içime şenliği / Diriliğimde öldür beni, varıp orda ölmeyeyim / Bülbül olup öteyim, dost bahçesinde yatayım / Gül oluben açılayım, ayruk dahi solmayayım / Aşkdır derdin dermanı, aşk yoluna koydum canı / Yunus Emre eydur bunu, bir dem aşksız olmayayım.",https://tr.wikisource.org/wiki/A%C5%9Fk_ver_bana,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Aşkın Aldı Benden Beni / Yunus Emre,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,— 4 — / Aşkın aldı benden beni bana seni gerek seni / Ben yanaram dün ü günü bana seni gerek seni / Ne varlığa sevinirem ne yokluğa yerinürem / Aşkın ile avunuram bana seni gerek seni / Aşkın âşıklar öldürür aşk denizine daldırır / Tecelliyile doldurur bana seni gerek seni / Aşkın şarabından içem Mecnun olup dağa düşem / Sensin dün ü gün endişem bana seni gerek seni / Sofilere sohbet gerek ahilere ahret gerek / Mecnun’lara Leylâ gerek bana seni gerek seni / Eğer beni öldüreler külüm göğe savuralar / Toprağım anda çağıra bana seni gerek seni / Yunus dürür benim adım gün geldikçe artar odum / İki cihanda maksudum bana seni gerek seni,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Aşkın aldı benden beni bana seni gerek seni / Ben yanaram dün ü günü bana seni gerek seni / Ne varlığa sevinirem ne yokluğa yerinürem / Aşkın ile avunuram bana seni gerek seni / Aşkın âşıklar öldürür aşk denizine daldırır / Tecelliyile doldurur bana seni gerek seni / Aşkın şarabından içem Mecnun olup dağa düşem / Sensin dün ü gün endişem bana seni gerek seni / Sofilere sohbet gerek ahilere ahret gerek / Mecnun’lara Leylâ gerek bana seni gerek seni / Eğer beni öldüreler külüm göğe savuralar / Toprağım anda çağıra bana seni gerek seni / Yunus dürür benim adım gün geldikçe artar odum / İki cihanda maksudum bana seni gerek seni,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Halk Edebiyatı Antolojisindeki / kopyası,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,—4— / Aşkın aldı beni benden / Bana seni gerek seni / Ben yanarım dünü günü / Bana seni gerek seni / Ne varlığa sevinirem / Ne yokluğa yerinirem / Aşkın ile öğünürem / Bana seni gerek seni / Âşıklara sohbet gerek / Zâhidlere cennet gerek / Mecnunlara Leylâ gerek / Bana seni gerek seni,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Bana seni gerek seni / Ben yanarım dünü günü / Bana seni gerek seni / Ne varlığa sevinirem / Ne yokluğa yerinirem / Aşkın ile öğünürem / Bana seni gerek seni / Âşıklara sohbet gerek / Zâhidlere cennet gerek / Mecnunlara Leylâ gerek / Bana seni gerek seni,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Eğer beni öldüreler / Külüm göğe savuralar / Toprağım anda çağırır / Bana seni gerek seni / Cennet cennet dedikleri / Bir ev ile birkaç huri / İsteyene ver anları / Bana seni gerek seni / YUNUS dürür benim adım / Dün gün artar benim derdim / İki cihanda maksudum / Bana seni gerek seni,https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_ald%C4%B1_benden_beni,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Dost senin aşkın oku key katı taştan geçer / Aşkına düşen kişi can ile baştan geçer / Dün ü günü zar olur aşkın ile yar olur / Endişesi sen olan, cümle tesvişten geçer / Aşkına düşenlerin, yüreği yanar olur / Kendini sana veren, düğeli işten geçer / Dünyanın muhabbeti agülü aşa benzer / Ahırın sanan kişi, agülü aştan geçer / Başında aklı olan, ücrete amel etmez / Hurilere aldanmaz, göz ile kaştan geçer / Yunusun gönlü gözü, doludur Hak sevgisi / Sohbet ihtiyar eden, yad u bilişten geçer",https://tr.wikisource.org/wiki/A%C5%9Fk%C4%B1n_oku,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Aşkla Gelen Erenler / Yunus Emre,https://tr.wikisource.org/wiki/A%C5%9Fkla_gelen_erenler,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Aşkla gelen erenler içer aguyu nuş eder / Topuğa çıkmayan sular, deniz ile savaş eder / Bu sohbete gelmeyenler, Hak nefesi almayanlar / Sürün onu burdan gitsin, durur ise çok iş eder / Cahildir mâni'den almaz oturur kararı gelmez / Öleceğini hiç sanmaz, yüzbin yıllık teşviş eder / Dağ ne kadar yüksek ise yol onun üstünden aşar / Yunus Emre'm yolsuzlara yol gösterdi vu hoş eder",https://tr.wikisource.org/wiki/A%C5%9Fkla_gelen_erenler,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Ayetler ile bilinen / Yunus Emre,https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Ayetler ile bilinen, Her yerde hazır bulunan / Cennet içinde salınan, Hasan ile Hüseyin'dir",https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Bundan Âşura eyleyen, Hem ruhunu şâd eyleyen / Anda şefaât eyleyen, Hasan ile Hüseyin'dir",https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Muhammed'dürür dedesi, Gayet oldu ol gün ıssı / Evliyâlar ser-çeşmesi, Hasan ile Hüseyin'dir",https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Kanlı gömleğini alan, Düşmanına karşı duran / Yezid'e kılıçlar salan, Hasan ile Hüseyin'dir",https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,"Yunus eyder onda kalan, Bu dünyanın sonu viran / Kerbelâ'da şehit olan, Hasan ile Hüseyin'dir",https://tr.wikisource.org/wiki/Ayetler_ile_bilinen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Bana Namaz Kılmaz Diyen / Yunus Emre,https://tr.wikisource.org/wiki/Bana_namaz_k%C4%B1lmaz_diyen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Bana namaz kılmaz diyen / Ben kılarım namazımı / Kılarısam kılmazısam / Ol Hak bilir niyazımı / Hak'tan ayrı kimse bilmez / Kâfir müselman kimdürür / Ben kılarım namazımı / Hak geçirdiyse nazımı / Ol nazı dergâhtan geçer / Ma'ni şarabından içer / Hicabsız can gözüm açar / Kendisi siler gözümü / Gizli sözü şerheyleyip / Türlü nükteler söyleyip / Değme arif şerhetmeye / Bu benim gizli razımı / Sözüm ma'nisine erin / Bi-nişandan haber verin / Dertli âşıklara sorun / Bu benim dertli sözümü / Dost isteyen gelsin bana / Göstereyim dostu ona / Budur sözüm önden sona / Ben bilirim kend’özümü / Yunus şimdi söyle sözün / Münkir ister istemesin / Pişir kurtar kendi özün / Arifler tatsın tuzunu,https://tr.wikisource.org/wiki/Bana_namaz_k%C4%B1lmaz_diyen,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Ben Bir Aceb İle Geldim / Yunus Emre,https://tr.wikisource.org/wiki/Ben_bir_aceb_ile_geldim,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Ben bir aceb ile geldim kimse hâlim bilmez benim / Ben söylerem ben dinlerem kimse dilim bilmez benim / Benim dilim kuş dilidir benim ilim dost ilidir / Ben bülbülem dost gülümdür bilin gülüm solmaz benim / Ol dost bana gelsin demiş sundum kadeh alsın demiş / Aldım kadeh içtim şarab ayruk gönlüm ölmez benim / Ne Tür'üm var ne durağım hiç yerde yoktur kararım / Hakk'a münacaat etmeye belli yerim olmaz benim / Sor durduğum yeri bana gelirsen gösteren sana / Bir zerrece Hak'tan ayrı gözüm nesne görmez benim / Tur dağında bir tecelli gör Musi'ye neler kıldı / Yunus eydur Hak katında sözüm geri kalmaz benim,https://tr.wikisource.org/wiki/Ben_bir_aceb_ile_geldim,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Ben Yürürüm Yana Yana / Yunus Emre,https://tr.wikisource.org/wiki/Ben_Y%C3%BCr%C3%BCr%C3%BCm_Yana_Yana,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,— 3 — / Ben yürürem yana yana / Aşk boyadı beni kana / Ne âkilem ne divane / Gel gör beni aşk neyledi,https://tr.wikisource.org/wiki/Ben_Y%C3%BCr%C3%BCr%C3%BCm_Yana_Yana,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Ben yürürem yana yana / Aşk boyadı beni kana / Ne âkilem ne divane / Gel gör beni aşk neyledi,https://tr.wikisource.org/wiki/Ben_Y%C3%BCr%C3%BCr%C3%BCm_Yana_Yana,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Gâh eserim yeller gibi / Gâh tozarım yollar gibi / Gâh çağlarım seller gibi / Gel gör beni aşk neyledi / Ben yürürem elden ele / Dost sorarım dilden dile / Gurbette halim kim bile / Gel gör beni aşk neyledi / Benzim sarı gözlerim yaş / Bağrım yara ciğerim taş / Halim bilen derdli kardaş / Gel gör beni aşk neyledi / Aşkın beni mest eyledi / Aldı gönlüm hast-eyledi / Öldürmeğe kast eyledi / Gel gör beni aşk neyledi / Ben YUNUS-i biçareyim / Aşk elinden avareyim / Baştan ayağa yareyim / Gel gör beni aşk neyledi,https://tr.wikisource.org/wiki/Ben_Y%C3%BCr%C3%BCr%C3%BCm_Yana_Yana,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Benem Ol Aşk Bahrisi / Yunus Emre,https://tr.wikisource.org/wiki/Benem_ol_a%C5%9Fk_bahrisi,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,—1 — / Benem ol aşk bahrısı denizler hayran bana / Deryâ benim katremdir zerreler umman bana / Kaf dağı zerrem değil ay ü güneş bana kul / Hak’dır aslım şek değil mürşiddir Kur’an bana / Çün dosta gider yolum mülk-i ezeldir ilim / Aşkdan söyler bu dilim aşk oldu seyran bana,https://tr.wikisource.org/wiki/Benem_ol_a%C5%9Fk_bahrisi,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Benem ol aşk bahrısı denizler hayran bana / Deryâ benim katremdir zerreler umman bana / Kaf dağı zerrem değil ay ü güneş bana kul / Hak’dır aslım şek değil mürşiddir Kur’an bana / Çün dosta gider yolum mülk-i ezeldir ilim / Aşkdan söyler bu dilim aşk oldu seyran bana,https://tr.wikisource.org/wiki/Benem_ol_a%C5%9Fk_bahrisi,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Yoğiken ol bârigâh varidi ol pâdişâh / Ah bu aşk elinden ah derd oldu derman bana / Âdem yaradılmadan can kalıba girmeden / Şeytan lâ’net olmadan arş idi seyran bana / Yaradıldı Mustafâ yüzü gül gönlü safâ / Ol kıldı Hak’ka vefâ andandır ihsan bana / Âşık halden bilmeyen ya delidir ya diri / Ben kuş dili bilürem söyler Süleyman bana / Şeriat ehli ırak iremez bu menzile / Aslım Hak’dır şek değil Mürşidim Kur’an bana / Yunus / bu halk içinde eksiklidir Hak bilür / Dîvane olmuş çağırır dervişlik Bühtan bana,https://tr.wikisource.org/wiki/Benem_ol_a%C5%9Fk_bahrisi,Halk Edebiyatı / Âşık Tarzı
Yunus Emre,Benim Canım Uyanıktır / Yunus Emre,https://tr.wikisource.org/wiki/Benim_can%C4%B1m_uyan%C4%B1kt%C4%B1r,Halk Edebiyatı / Âşık Tarzı
